日期,縣市,地方政府電力售電量(度),地方政府電力抄表戶數,地方政府電力用電佔比(%),地方政府電燈(營業)售電量(度),地方政府電燈(營業)抄表戶數,地方政府電燈(營業)用電佔比(%),地方政府電燈(非營業)售電量(度),地方政府電燈(非營業)抄表戶數,地方政府電燈(非營業)用電佔比(%),中央政府電力售電量(度),中央政府電力抄表戶數,中央政府電力用電佔比(%),中央政府電燈(營業)售電量(度),中央政府電燈(營業)抄表戶數,中央政府電燈(營業)用電佔比(%),中央政府電燈(非營業)售電量(度),中央政府電燈(非營業)抄表戶數,中央政府電燈(非營業)用電佔比(%),包燈售電量(度),包燈抄表戶數,包燈用電佔比(%),大專院校電力售電量(度),大專院校電力抄表戶數,大專院校電力用電佔比(%),大專院校電燈(營業)售電量(度),大專院校電燈(營業)抄表戶數,大專院校電燈(營業)用電佔比(%),大專院校電燈(非營業)售電量(度),大專院校電燈(非營業)抄表戶數,大專院校電燈(非營業)用電佔比(%),合計售電量(度)
2019年08月,台東縣,920479,55,0.008,9473,7,0.0109,997136,474,0.0287,2440565,54,0.0193,11506,3,0.0697,229244,120,0.0496,1713160,1378,0.0106,1055110,6,0.0061,0,0,0,10709,10,0.0172,7387382
2019年08月,花蓮縣,1092883,55,0.0095,11050,3,0.0128,1286395,356,0.037,1957691,52,0.0155,3200,1,0.0194,264345,112,0.0572,5679611,3636,0.0353,3624130,10,0.0209,0,0,0,0,0,0,13919305
2019年08月,基隆市,1680338,71,0.0146,0,0,0,381880,96,0.011,2045802,33,0.0162,2800,1,0.017,35147,11,0.0076,1656817,1652,0.0103,2136400,5,0.0123,0,0,0,0,0,0,7939184
2019年08月,新竹市,2549263,75,0.0221,19560,3,0.0226,285296,45,0.0082,3351098,43,0.0265,1036,2,0.0063,106128,15,0.023,1890207,2429,0.0117,13070883,12,0.0754,0,0,0,0,0,0,21273471
2019年08月,嘉義市,1271665,34,0.011,19593,3,0.0226,580215,65,0.0167,1060246,24,0.0084,0,0,0,144395,80,0.0313,1167413,2109,0.0073,1929900,10,0.0111,0,0,0,9904,6,0.0159,6183331
2019年08月,澎湖縣,901193,51,0.0078,22380,4,0.0258,478818,281,0.0138,1615206,38,0.0128,27319,13,0.1656,182658,109,0.0395,1159565,873,0.0072,338000,3,0.002,0,0,0,0,0,0,4725139
2019年08月,金門縣,1501777,61,0.013,48717,42,0.0562,679420,202,0.0196,1030953,28,0.0082,3520,2,0.0213,136458,40,0.0295,616657,1009,0.0038,406980,3,0.0023,0,0,0,0,0,0,4424482
2019年08月,連江縣,197320,10,0.0017,17649,2,0.0204,175753,58,0.0051,266360,8,0.0021,23038,7,0.1397,125052,34,0.0271,233521,233,0.0015,0,0,0,0,0,0,0,0,0,1038693
2019年08月,合計,115258596,3134,1,866465,264,1,34742927,8401,1,126457724,1356,1,164962,51,1,4619079,1857,1,160953819,173248,1,173277667,397,1,7334,4,1,624006,339,1,616972579
2019年07月,新北市,19995162,512,0.1717,47498,6,0.0527,2421862,714,0.0611,10748340,90,0.0838,5528,1,0.0279,258061,64,0.0575,12108492,24236,0.0811,13993040,32,0.0768,0,0,0,14040,1,0.021,59592023
2019年07月,台北市,36467664,447,0.3132,26443,11,0.0293,1475411,365,0.0372,40915681,210,0.3189,18685,2,0.0944,1062547,304,0.2369,9345398,24465,0.0626,51850782,111,0.2844,52560,4,0.9208,300862,205,0.4493,141516033
2019年07月,桃園市,6348027,201,0.0545,26992,3,0.0299,2675716,298,0.0675,8931812,56,0.0696,0,0,0,263647,39,0.0588,14670045,14468,0.0983,20629420,25,0.1132,0,0,0,508,3,0.0008,53546167
2019年07月,台中市,10122736,288,0.0869,132507,15,0.147,5528746,495,0.1395,12585946,128,0.0981,5595,2,0.0283,199149,58,0.0444,17720709,21827,0.1187,17287223,43,0.0948,0,0,0,19343,4,0.0289,63601954
2019年07月,台南市,6271222,243,0.0539,42712,22,0.0474,3968512,1200,0.1001,5932532,115,0.0462,1480,1,0.0075,231037,205,0.0515,15102158,11995,0.1012,9082458,24,0.0498,0,0,0,11729,7,0.0175,40643840
2019年07月,高雄市,13730214,477,0.1179,36807,50,0.0408,3469362,690,0.0875,17153620,146,0.1337,52738,16,0.2665,230858,124,0.0515,22031680,18373,0.1476,22188395,51,0.1217,4520,2,0.0792,14585,7,0.0218,78912779
2019年07月,宜蘭縣,1513849,49,0.013,47838,9,0.0531,1378165,231,0.0348,1979836,36,0.0154,7473,2,0.0378,295319,120,0.0658,5047679,4502,0.0338,2219926,7,0.0122,0,0,0,3250,2,0.0049,12493335
2019年07月,新竹縣,2199354,77,0.0189,36221,2,0.0402,1061776,165,0.0268,1345075,25,0.0105,0,0,0,8271,3,0.0018,5143374,4055,0.0345,2231320,9,0.0122,0,0,0,9355,2,0.014,12034746
2019年07月,苗栗縣,1402365,56,0.012,112931,11,0.1253,2014092,836,0.0508,2063016,37,0.0161,0,0,0,113360,106,0.0253,4871967,5237,0.0326,1612100,5,0.0088,0,0,0,121080,4,0.1808,12310911
2019年07月,彰化縣,3118769,108,0.0268,38675,9,0.0429,2999559,662,0.0757,2831173,43,0.0221,0,0,0,213701,102,0.0476,10120961,9789,0.0678,3356011,10,0.0184,0,0,0,26682,7,0.0398,22705531
2019年07月,南投縣,1569093,66,0.0135,3066,1,0.0034,1095920,189,0.0276,2488359,56,0.0194,7596,1,0.0384,95521,46,0.0213,4177948,4402,0.028,1176611,3,0.0065,0,0,0,0,0,0,10614114
2019年07月,雲林縣,1367579,53,0.0117,34478,16,0.0382,2285356,513,0.0576,1315633,37,0.0103,0,0,0,129610,70,0.0289,5739309,7647,0.0384,3856376,7,0.0212,0,0,0,132,1,0.0002,14728473
2019年07月,嘉義縣,1150566,58,0.0099,4732,4,0.0052,2371856,569,0.0598,723781,20,0.0056,30320,1,0.1532,60869,50,0.0136,4203421,3325,0.0282,4506824,9,0.0247,0,0,0,520,2,0.0008,13052889
2019年07月,屏東縣,1160159,89,0.01,17738,14,0.0197,2363545,505,0.0596,5516473,78,0.043,5680,4,0.0287,128957,136,0.0287,5997511,5150,0.0402,4208213,13,0.0231,0,0,0,27464,6,0.041,19425740
2019年07月,台東縣,926266,54,0.008,13976,13,0.0155,1008793,406,0.0254,2611303,55,0.0204,12252,4,0.0619,284397,135,0.0634,1522410,1378,0.0102,1181352,6,0.0065,0,0,0,17838,4,0.0266,7578587
2019年07月,花蓮縣,1081024,55,0.0093,242479,25,0.2689,1489275,499,0.0376,1938450,51,0.0151,2880,1,0.0146,268864,177,0.0599,5316607,3631,0.0356,3932453,10,0.0216,0,0,0,11492,9,0.0172,14283524
2019年07月,基隆市,1685755,71,0.0145,0,0,0,291100,52,0.0073,2002217,33,0.0156,0,0,0,56494,20,0.0126,1547911,1652,0.0104,2246600,5,0.0123,0,0,0,59840,1,0.0894,7889917
2019年07月,新竹市,2547434,74,0.0219,16507,1,0.0183,515106,79,0.013,3270283,43,0.0255,0,0,0,81985,18,0.0183,1723809,2425,0.0115,13947101,12,0.0765,0,0,0,0,0,0,22102225
2019年07月,嘉義市,1291543,34,0.0111,11840,1,0.0131,361357,54,0.0091,1106771,24,0.0086,0,0,0,207026,41,0.0462,1070439,2109,0.0072,2050340,10,0.0112,0,0,0,1623,2,0.0024,6100939
2019年07月,澎湖縣,913384,51,0.0078,3450,2,0.0038,227263,40,0.0057,1652741,38,0.0129,23222,3,0.1173,80252,48,0.0179,1054550,868,0.0071,347800,3,0.0019,0,0,0,27201,53,0.0406,4329863
2019年07月,金門縣,1391078,61,0.0119,0,0,0,416637,83,0.0105,945992,28,0.0074,12498,6,0.0632,150731,45,0.0336,566904,1002,0.0038,408020,3,0.0022,0,0,0,2075,2,0.0031,3893935
2019年07月,連江縣,175920,10,0.0015,4750,4,0.0053,223076,56,0.0056,229320,8,0.0018,11952,3,0.0604,65092,24,0.0145,207859,224,0.0014,0,0,0,0,0,0,0,0,0,917969
2019年07月,合計,116429163,3134,1,901640,219,1,39642485,8701,1,128288354,1357,1,197899,47,1,4485748,1935,1,149291141,172760,1,182312365,398,1,57080,6,1,669619,322,1,622275494
2019年06月,新北市,21129421,511,0.1767,65940,9,0.0849,3000536,923,0.0867,9277234,90,0.0787,1060,3,0.0076,326154,120,0.0841,12090317,24174,0.0806,16161880,32,0.08,0,0,0,6720,1,0.0108,62059262
2019年06月,台北市,37447333,448,0.3132,26421,9,0.034,1146747,289,0.0331,35686393,209,0.3028,27111,4,0.1957,412840,82,0.1065,9323993,24493,0.0621,51636736,111,0.2557,4025,3,0.5924,299778,272,0.4828,136011377
2019年06月,桃園市,6585767,199,0.0551,4920,1,0.0063,2641757,321,0.0763,7551080,56,0.0641,0,0,0,167109,49,0.0431,14617177,14447,0.0974,21951756,25,0.1087,0,0,0,0,0,0,53519566
2019年06月,台中市,9710640,288,0.0812,83997,8,0.1081,4549205,464,0.1314,11741852,128,0.0996,5425,2,0.0392,329754,154,0.0851,18600984,21817,0.124,19336508,43,0.0958,2769,1,0.4076,140264,15,0.2259,64501398
2019年06月,台南市,6512323,243,0.0545,90487,40,0.1165,3232017,1191,0.0933,5930066,115,0.0503,1280,1,0.0092,222182,123,0.0573,14991198,11985,0.0999,12533003,24,0.0621,0,0,0,472,2,0.0008,43513028
2019年06月,高雄市,15972300,475,0.1336,65561,48,0.0844,2229450,484,0.0644,17169734,147,0.1457,44175,6,0.3188,266606,151,0.0688,22131231,18384,0.1475,26801094,51,0.1327,0,0,0,1720,3,0.0028,84681871
2019年06月,宜蘭縣,1414472,49,0.0118,90094,6,0.116,1065270,184,0.0308,1851544,36,0.0157,0,0,0,144156,59,0.0372,5072196,4494,0.0338,2571329,7,0.0127,0,0,0,0,0,0,12209061
2019年06月,新竹縣,2192684,77,0.0183,2208,1,0.0028,839156,135,0.0242,1306932,25,0.0111,0,0,0,62178,14,0.016,5112565,4061,0.0341,2629900,9,0.013,0,0,0,957,1,0.0015,12146580
2019年06月,苗栗縣,1285000,56,0.0107,132950,16,0.1711,1754739,772,0.0507,1933208,37,0.0164,0,0,0,85982,43,0.0222,4916811,5243,0.0328,1957076,5,0.0097,0,0,0,90360,3,0.1455,12156126
2019年06月,彰化縣,2823702,108,0.0236,34682,28,0.0446,3124417,658,0.0902,2871092,43,0.0244,0,0,0,249254,120,0.0643,10091237,9760,0.0673,4081811,10,0.0202,0,0,0,5440,1,0.0088,23281635
2019年06月,南投縣,1394127,66,0.0117,7862,4,0.0101,1755500,237,0.0507,2310987,56,0.0196,6896,2,0.0498,342384,101,0.0883,4109698,4399,0.0274,1560533,3,0.0077,0,0,0,0,0,0,11487987
2019年06月,雲林縣,1178738,52,0.0099,18267,19,0.0235,1709860,411,0.0494,1373184,38,0.0117,0,0,0,89929,72,0.0232,5829200,7654,0.0389,4364124,7,0.0216,0,0,0,22967,9,0.037,14586269
2019年06月,嘉義縣,1074373,56,0.009,3080,4,0.004,1110909,352,0.0321,694477,21,0.0059,0,0,0,47808,46,0.0123,4220480,3323,0.0281,5505896,9,0.0273,0,0,0,24480,1,0.0394,12681503
2019年06月,屏東縣,1155092,91,0.0097,17118,7,0.022,1837763,412,0.0531,5368976,78,0.0456,1166,4,0.0084,152517,192,0.0393,5980184,5155,0.0399,5410224,13,0.0268,0,0,0,10060,15,0.0162,19933100
2019年06月,台東縣,871347,54,0.0073,8382,7,0.0108,936831,474,0.0271,2351838,55,0.02,10050,3,0.0725,194004,116,0.05,1579241,1378,0.0105,1352825,6,0.0067,0,0,0,9434,10,0.0152,7313952
2019年06月,花蓮縣,1007661,55,0.0084,10535,3,0.0136,1169960,354,0.0338,1775329,51,0.0151,3120,1,0.0225,208108,109,0.0537,5220620,3618,0.0348,4402941,10,0.0218,0,0,0,0,0,0,13798274
2019年06月,基隆市,1610327,71,0.0135,0,0,0,396119,96,0.0114,1706967,33,0.0145,2158,1,0.0156,26378,11,0.0068,1508418,1644,0.0101,2417400,5,0.012,0,0,0,0,0,0,7667767
2019年06月,新竹市,2663539,76,0.0223,20480,3,0.0264,320589,45,0.0093,3192221,44,0.0271,2145,2,0.0155,78741,15,0.0203,1719291,2425,0.0115,13895012,12,0.0688,0,0,0,0,0,0,21892018
2019年06月,嘉義市,1258558,34,0.0105,18648,3,0.024,592860,65,0.0171,1139960,24,0.0097,0,0,0,125521,80,0.0324,1080321,2108,0.0072,2309820,10,0.0114,0,0,0,8202,6,0.0132,6533890
2019年06月,澎湖縣,860774,51,0.0072,18660,4,0.024,446580,282,0.0129,1543007,38,0.0131,21932,13,0.1583,153134,109,0.0395,1051425,872,0.007,493080,3,0.0024,0,0,0,0,0,0,4588592
2019年06月,金門縣,1240731,60,0.0104,45800,42,0.0589,604064,203,0.0174,878842,27,0.0075,2920,2,0.0211,100285,40,0.0259,573506,995,0.0038,569140,3,0.0028,0,0,0,0,0,0,4015288
2019年06月,連江縣,165360,10,0.0014,10859,2,0.014,160495,58,0.0046,198920,8,0.0017,9125,7,0.0659,91643,34,0.0236,216306,233,0.0014,0,0,0,0,0,0,0,0,0,852708
2019年06月,合計,119554269,3130,1,776951,264,1,34624824,8410,1,117853843,1359,1,138563,51,1,3876667,1840,1,150036399,172662,1,201942088,398,1,6794,4,1,620854,339,1,629431252
2019年05月,新北市,20678630,511,0.1787,40564,6,0.0507,1963664,716,0.0574,8864462,90,0.0791,5386,1,0.0335,220681,64,0.0576,12122953,24131,0.0803,15619020,32,0.078,0,0,0,8480,1,0.0153,59523840
2019年05月,台北市,35615885,450,0.3078,28681,11,0.0358,1210596,364,0.0354,34102562,210,0.3044,7616,2,0.0474,930994,307,0.243,9869321,24477,0.0654,49451100,111,0.247,46334,4,0.9133,235546,205,0.4262,131498635
2019年05月,桃園市,6347527,201,0.0549,26587,3,0.0332,2337944,298,0.0683,7202721,56,0.0643,0,0,0,220766,39,0.0576,14688201,14391,0.0974,21352104,25,0.1066,0,0,0,735,3,0.0013,52176585
2019年05月,台中市,9378045,288,0.0811,111453,15,0.1392,4843018,495,0.1415,11306991,128,0.1009,4751,2,0.0296,166365,55,0.0434,18258562,21736,0.121,19774766,43,0.0988,0,0,0,15410,4,0.0279,63859361
2019年05月,台南市,6371700,241,0.0551,35567,22,0.0444,3320229,1205,0.097,5879630,116,0.0525,1600,1,0.01,214961,205,0.0561,14989828,11966,0.0994,12993692,24,0.0649,0,0,0,10041,7,0.0182,43817248
2019年05月,高雄市,16351500,475,0.1413,39016,50,0.0487,3129065,692,0.0914,15466933,148,0.1381,48796,16,0.3038,185606,124,0.0484,22252812,18326,0.1475,28288536,51,0.1413,4400,2,0.0867,13434,7,0.0243,85780098
2019年05月,宜蘭縣,1285611,48,0.0111,41795,9,0.0522,1206451,227,0.0352,1706705,36,0.0152,5555,2,0.0346,254474,120,0.0664,5057043,4488,0.0335,2550278,7,0.0127,0,0,0,1894,2,0.0034,12109806
2019年05月,新竹縣,2057236,77,0.0178,31337,2,0.0391,909924,165,0.0266,1257013,25,0.0112,0,0,0,6919,3,0.0018,5267420,4040,0.0349,2491240,9,0.0124,0,0,0,8237,2,0.0149,12029326
2019年05月,苗栗縣,1177613,56,0.0102,93748,11,0.1171,1709879,836,0.0499,1855956,36,0.0166,0,0,0,93938,105,0.0245,4931732,5257,0.0327,1882760,5,0.0094,0,0,0,95480,4,0.1728,11841106
2019年05月,彰化縣,2540793,107,0.022,37377,9,0.0467,2700154,662,0.0789,2815235,43,0.0251,0,0,0,165356,102,0.0432,10098684,9748,0.0669,4166518,10,0.0208,0,0,0,25057,7,0.0453,22549174
2019年05月,南投縣,1339527,66,0.0116,3704,1,0.0046,1041039,189,0.0304,2300222,56,0.0205,7254,1,0.0452,94810,46,0.0247,4215583,4399,0.0279,1678611,3,0.0084,0,0,0,0,0,0,10680750
2019年05月,雲林縣,1138685,52,0.0098,29560,16,0.0369,1864323,513,0.0545,1353935,37,0.0121,0,0,0,102839,70,0.0268,5897421,7627,0.0391,4480356,7,0.0224,0,0,0,178,1,0.0003,14867297
2019年05月,嘉義縣,1036769,56,0.009,4878,4,0.0061,1940794,569,0.0567,705119,21,0.0063,27840,1,0.1733,57939,50,0.0151,4217964,3319,0.028,5514288,9,0.0275,0,0,0,760,2,0.0014,13506351
2019年05月,屏東縣,1174330,90,0.0102,20005,14,0.025,2122387,505,0.062,5161334,79,0.0461,6320,4,0.0394,120117,136,0.0314,6030954,5155,0.04,5582704,13,0.0279,0,0,0,26607,6,0.0481,20244758
2019年05月,台東縣,846681,54,0.0073,13534,13,0.0169,935403,406,0.0273,2104177,54,0.0188,11200,4,0.0697,243123,131,0.0635,1523234,1376,0.0101,1340463,6,0.0067,0,0,0,17410,4,0.0315,7035225
2019年05月,花蓮縣,932167,55,0.0081,210497,25,0.2629,1274582,499,0.0372,1695133,51,0.0151,2840,1,0.0177,235270,176,0.0614,5271155,3615,0.0349,4269500,10,0.0213,0,0,0,7850,9,0.0142,13898994
2019年05月,基隆市,1535602,71,0.0133,0,0,0,257815,54,0.0075,1577375,33,0.0141,0,0,0,45312,20,0.0118,1537722,1646,0.0102,2327800,5,0.0116,0,0,0,57520,1,0.1041,7339146
2019年05月,新竹市,2639736,76,0.0228,14763,1,0.0184,462405,79,0.0135,3110410,44,0.0278,0,0,0,64212,19,0.0168,1720670,2408,0.0114,13145840,12,0.0657,0,0,0,0,0,0,21158036
2019年05月,嘉義市,1240348,34,0.0107,11240,1,0.014,315964,54,0.0092,1168590,24,0.0104,0,0,0,173095,41,0.0452,1073716,2104,0.0071,2307040,10,0.0115,0,0,0,2049,2,0.0037,6292042
2019年05月,澎湖縣,812762,51,0.007,3587,2,0.0045,157129,40,0.0046,1427885,38,0.0127,19095,3,0.1189,54869,48,0.0143,1054350,868,0.007,450400,3,0.0022,0,0,0,24443,53,0.0442,4004520
2019年05月,金門縣,1045983,60,0.009,0,0,0,320411,83,0.0094,784365,28,0.007,9772,6,0.0608,126158,47,0.0329,587931,992,0.0039,551180,3,0.0028,0,0,0,1530,2,0.0028,3427330
2019年05月,連江縣,149480,10,0.0013,2778,4,0.0035,212482,56,0.0062,171240,8,0.0015,2579,3,0.0161,53591,25,0.014,209597,223,0.0014,0,0,0,0,0,0,0,0,0,801747
2019年05月,合計,115696610,3129,1,800671,219,1,34235658,8707,1,112017993,1361,1,160604,47,1,3831395,1933,1,150876853,172292,1,200218196,398,1,50734,6,1,552661,322,1,618441375
2019年04月,新北市,17454362,509,0.1745,54144,9,0.0854,2304907,923,0.0855,7961313,90,0.0784,2312,3,0.0221,259271,120,0.0824,13088580,24060,0.0796,13543340,32,0.0773,0,0,0,5840,1,0.0131,54674069
2019年04月,台北市,32326595,449,0.3233,25232,9,0.0398,877679,289,0.0326,30955775,210,0.305,17351,3,0.166,308450,83,0.0981,10586370,24481,0.0644,44050542,111,0.2515,3903,3,0.6755,226650,272,0.5091,119378547
2019年04月,桃園市,5617687,203,0.0562,3800,1,0.006,2032269,320,0.0754,6490400,56,0.0639,0,0,0,137728,49,0.0438,15874286,14373,0.0965,18689724,25,0.1067,0,0,0,0,0,0,48845894
2019年04月,台中市,8123797,288,0.0812,66199,8,0.1044,3401022,464,0.1262,9983605,128,0.0984,5055,2,0.0484,280992,154,0.0894,20158511,21709,0.1226,17299049,43,0.0987,1875,1,0.3245,93217,15,0.2094,59413322
2019年04月,台南市,5508172,241,0.0551,70022,40,0.1105,2465165,1202,0.0915,5057098,117,0.0498,1280,1,0.0122,170967,123,0.0544,16655936,12061,0.1013,11082202,24,0.0633,0,0,0,391,2,0.0009,41011233
2019年04月,高雄市,13143276,475,0.1314,65357,48,0.1031,1708518,484,0.0634,15010560,148,0.1479,35556,6,0.3401,205761,151,0.0654,24274233,18303,0.1476,24407528,51,0.1393,0,0,0,1240,3,0.0028,78852029
2019年04月,宜蘭縣,1065917,47,0.0107,72506,6,0.1144,869834,184,0.0323,1598602,36,0.0157,0,0,0,131346,59,0.0418,5604852,4482,0.0341,2277290,7,0.013,0,0,0,0,0,0,11620347
2019年04月,新竹縣,1774153,77,0.0177,1684,1,0.0027,688862,135,0.0256,1137959,25,0.0112,0,0,0,47219,14,0.015,5670012,4041,0.0345,2157240,9,0.0123,0,0,0,765,1,0.0017,11477894
2019年04月,苗栗縣,1015562,56,0.0102,108140,16,0.1706,1432059,772,0.0531,1593804,37,0.0157,0,0,0,79994,43,0.0254,5253792,5245,0.0319,1161500,4,0.0066,0,0,0,50400,3,0.1132,10695251
2019年04月,彰化縣,2185225,106,0.0219,26276,27,0.0415,2400539,660,0.0891,2385094,43,0.0235,0,0,0,188410,120,0.0599,10927174,9729,0.0664,3586692,10,0.0205,0,0,0,3720,1,0.0084,21703130
2019年04月,南投縣,1147436,66,0.0115,7301,4,0.0115,1406742,239,0.0522,2072746,56,0.0204,5506,2,0.0527,280624,101,0.0892,4488538,4394,0.0273,1482123,3,0.0085,0,0,0,0,0,0,10891016
2019年04月,雲林縣,906461,53,0.0091,15381,19,0.0243,1306782,411,0.0485,1142137,36,0.0113,0,0,0,70895,72,0.0225,6381338,7595,0.0388,3946244,7,0.0225,0,0,0,19223,9,0.0432,13788461
2019年04月,嘉義縣,861434,56,0.0086,2680,4,0.0042,883033,352,0.0328,576908,23,0.0057,0,0,0,42475,46,0.0135,4588249,3314,0.0279,4804916,9,0.0274,0,0,0,22560,1,0.0507,11782255
2019年04月,屏東縣,988871,89,0.0099,15955,7,0.0252,1393430,412,0.0517,4751210,80,0.0468,628,4,0.006,134169,193,0.0427,6567061,5157,0.0399,5006680,13,0.0286,0,0,0,8678,15,0.0195,18866682
2019年04月,台東縣,689243,54,0.0069,7584,7,0.012,788495,474,0.0293,1952539,55,0.0192,8930,3,0.0854,148049,116,0.0471,1725057,1371,0.0105,1219255,6,0.007,0,0,0,7801,10,0.0175,6546953
2019年04月,花蓮縣,848213,55,0.0085,8227,3,0.013,970356,354,0.036,1462371,50,0.0144,2720,1,0.026,186665,109,0.0594,5687849,3606,0.0346,3895193,10,0.0222,0,0,0,0,0,0,13061594
2019年04月,基隆市,1338356,71,0.0134,0,0,0,350796,95,0.013,1394472,33,0.0137,1974,1,0.0189,21469,11,0.0068,1651476,1641,0.01,2044200,5,0.0117,0,0,0,0,0,0,6802743
2019年04月,新竹市,2167761,74,0.0217,18960,3,0.0299,269531,45,0.01,2830788,44,0.0279,0,0,0,62387,17,0.0198,1860733,2406,0.0113,11715880,12,0.0669,0,0,0,0,0,0,18926040
2019年04月,嘉義市,1098729,34,0.011,14095,3,0.0222,407130,64,0.0151,1000742,24,0.0099,0,0,0,89101,80,0.0283,1350058,2142,0.0082,2005560,10,0.0114,0,0,0,4754,6,0.0107,5970169
2019年04月,澎湖縣,689084,51,0.0069,10875,4,0.0172,353705,283,0.0131,1295208,38,0.0128,16515,13,0.158,121870,110,0.0388,1201136,873,0.0073,360160,3,0.0021,0,0,0,0,0,0,4048553
2019年04月,金門縣,913080,60,0.0091,34635,42,0.0546,480266,203,0.0178,690851,28,0.0068,2320,2,0.0222,87972,40,0.028,633554,989,0.0039,447980,3,0.0026,0,0,0,0,0,0,3290658
2019年04月,連江縣,139280,10,0.0014,4760,1,0.0075,154614,58,0.0057,154600,7,0.0015,4401,6,0.0421,88906,34,0.0283,235728,233,0.0014,0,0,0,0,0,0,0,0,0,782289
2019年04月,合計,100002694,3124,1,633813,262,1,26945734,8423,1,101498782,1364,1,104548,47,1,3144720,1845,1,164464523,172205,1,175183298,397,1,5778,4,1,445239,339,1,572429129
2019年03月,新北市,15788781,509,0.1741,36743,7,0.0501,1572828,715,0.0577,7153645,90,0.077,4013,1,0.0293,190584,64,0.0577,13115642,24036,0.0797,11833000,32,0.076,0,0,0,6520,1,0.0159,49701756
2019年03月,台北市,29904349,448,0.3298,30087,11,0.0411,1004596,364,0.0369,28430737,208,0.3061,6323,2,0.0461,808747,307,0.2447,10850892,24448,0.0659,39350268,111,0.2526,41279,4,0.9092,200379,205,0.4883,110627657
2019年03月,桃園市,5103919,206,0.0563,25106,3,0.0343,1875441,298,0.0688,6117683,56,0.0659,0,0,0,195653,39,0.0592,15927214,14316,0.0968,16753384,25,0.1075,0,0,0,792,3,0.0019,45999192
2019年03月,台中市,7353766,289,0.0811,94983,15,0.1296,3656287,495,0.1342,8985616,128,0.0968,4154,2,0.0303,145213,55,0.0439,19717972,21633,0.1198,15192968,43,0.0975,0,0,0,11324,4,0.0276,55162283
2019年03月,台南市,5046033,242,0.0556,26654,22,0.0364,2582589,1210,0.0948,4403295,116,0.0474,1480,1,0.0108,180453,206,0.0546,16319563,12028,0.0991,9646555,24,0.0619,0,0,0,8868,7,0.0216,38215490
2019年03月,高雄市,11385553,474,0.1256,35699,50,0.0487,2441698,697,0.0896,13998227,148,0.1507,40382,17,0.2947,151592,125,0.0459,24531450,18273,0.149,21886869,51,0.1405,4120,2,0.0908,14096,7,0.0343,74489686
2019年03月,宜蘭縣,1071092,49,0.0118,36093,9,0.0493,1016487,227,0.0373,1446848,36,0.0156,5070,2,0.037,226309,121,0.0685,5552603,4456,0.0337,2078981,7,0.0133,0,0,0,2020,2,0.0049,11435503
2019年03月,新竹縣,1590102,77,0.0175,27283,2,0.0372,742555,165,0.0273,1079382,25,0.0116,0,0,0,5394,3,0.0016,5698266,4016,0.0346,1844900,9,0.0118,0,0,0,7946,2,0.0194,10995828
2019年03月,苗栗縣,888288,56,0.0098,78908,11,0.1077,1382854,836,0.0508,1379794,37,0.0149,0,0,0,85070,105,0.0257,5346462,5255,0.0325,1379804,5,0.0089,0,0,0,28080,4,0.0684,10569260
2019年03月,彰化縣,1889929,105,0.0208,34422,8,0.047,2134916,663,0.0784,2097477,43,0.0226,0,0,0,136658,102,0.0414,10990188,9713,0.0668,3031414,10,0.0195,0,0,0,20463,7,0.0499,20335467
2019年03月,南投縣,1008433,66,0.0111,3002,1,0.0041,861165,189,0.0316,1846935,56,0.0199,7391,1,0.0539,87346,46,0.0264,4586926,4375,0.0279,1361476,3,0.0087,0,0,0,0,0,0,9762674
2019年03月,雲林縣,766419,52,0.0085,26120,16,0.0356,1477917,514,0.0542,989822,35,0.0107,0,0,0,82610,70,0.025,6395369,7569,0.0388,3406228,7,0.0219,0,0,0,246,1,0.0006,13144731
2019年03月,嘉義縣,796953,55,0.0088,4645,3,0.0063,1561338,570,0.0573,510877,22,0.0055,21120,1,0.1541,50504,50,0.0153,4584399,3311,0.0278,4001476,9,0.0257,0,0,0,600,2,0.0015,11531912
2019年03月,屏東縣,872991,88,0.0096,19542,14,0.0267,1650324,505,0.0606,4382753,79,0.0472,6480,4,0.0473,104049,136,0.0315,6551857,5139,0.0398,4504583,13,0.0289,0,0,0,23257,6,0.0567,18115836
2019年03月,台東縣,675541,55,0.0074,13898,13,0.019,797009,406,0.0293,1845948,55,0.0199,10057,4,0.0734,209710,132,0.0635,1671826,1372,0.0102,1078780,6,0.0069,0,0,0,11800,4,0.0288,6314569
2019年03月,花蓮縣,760857,55,0.0084,207834,25,0.2836,1068101,504,0.0392,1352168,50,0.0146,2800,1,0.0204,210869,176,0.0638,5757784,3627,0.035,3543260,10,0.0227,0,0,0,6455,9,0.0157,12910128
2019年03月,基隆市,1221295,71,0.0135,0,0,0,229724,56,0.0084,1288554,33,0.0139,0,0,0,37718,20,0.0114,1680885,1640,0.0102,1827000,5,0.0117,0,0,0,42080,1,0.1025,6327256
2019年03月,新竹市,2020570,75,0.0223,13219,1,0.018,358079,79,0.0131,2750469,44,0.0296,0,0,0,58556,19,0.0177,1852374,2404,0.0113,10472680,12,0.0672,0,0,0,0,0,0,17525947
2019年03月,嘉義市,903011,34,0.01,11760,1,0.016,237502,54,0.0087,833390,24,0.009,0,0,0,118538,41,0.0359,1389180,2115,0.0084,1803680,10,0.0116,0,0,0,2089,2,0.0051,5299150
